00000000;W0101001;30.00
00000010;F01     ;50.00
00000010;F0101001;50.00
00000010;F0101011;50.00
00000010;F0101012;50.00
00000010;F0101016;50.00
00000010;F0101021;50.00
00000010;F0101022;50.00
00000010;F0101023;50.00
00000010;F0101024;50.00
00000010;F0101031;50.00
00000010;F0101041;50.00
00000010;F0101042;50.00
00000010;F0101043;50.00
00000010;F0102001;50.00
00000010;F0102002;50.00
00000010;F0102003;50.00
00000010;F0102004;50.00
00000010;F0103001;50.00
00000010;F0103021;50.00
00000010;F0103022;50.00
00000010;F0109001;50.00
00000010;F0110001;50.00
00000010;F02     ;50.00
00000010;F0201001;50.00
00000010;F0201002;50.00
00000010;F0201003;50.00
00000010;F0201004;50.00
00000010;F0201005;50.00
00000010;F0201030;50.00
00000010;F0201040;50.00
00000010;F0201060;50.00
00000010;F0201061;50.00
00000010;F0201070;50.00
00000010;F0201099;50.00
00000010;F0201100;50.00
00000010;F0201101;50.00
00000010;F0201102;50.00
00000010;F0201104;50.00
00000010;F0201105;50.00
00000010;F0201109;50.00
00000010;F0201110;50.00
00000010;F0201111;50.00
00000010;F0201112;50.00
00000010;F0201113;50.00
00000010;F0201290;50.00
00000010;F0201301;50.00
00000010;F0201302;50.00
00000010;F0201303;50.00
00000010;F0201304;50.00
00000010;F0201310;50.00
00000010;F0201311;50.00
00000010;F0201350;50.00
00000010;F0201351;50.00
00000010;F0201352;50.00
00000010;F0201353;50.00
00000010;F0201360;50.00
00000010;F0201361;50.00
00000010;F0201362;50.00
00000010;F0201363;50.00
00000010;F0201401;50.00
00000010;F0201403;50.00
00000010;F0201405;50.00
00000010;F0201407;50.00
00000010;F0201408;50.00
00000010;F0201409;50.00
00000010;F0201410;50.00
00000010;F0201411;50.00
00000010;F0201412;50.00
00000010;F0201413;50.00
00000010;F0201414;50.00
00000010;F0201415;50.00
00000010;F0201416;50.00
00000010;F0201417;50.00
00000010;F0201418;50.00
00000010;F0201419;50.00
00000010;F0201420;50.00
00000010;F0201450;50.00
00000010;F0201452;50.00
00000010;F0201453;50.00
00000010;F0201454;50.00
00000010;F0201460;50.00
00000010;F0201461;50.00
00000010;F0201462;50.00
00000010;F0201501;50.00
00000010;F0201502;50.00
00000010;F0201503;50.00
00000010;F0201504;50.00
00000010;F0201510;50.00
00000010;F0201511;50.00
00000010;F0201512;50.00
00000010;F0201513;50.00
00000010;F0201520;50.00
00000010;F0201521;50.00
00000010;F0201522;50.00
00000010;F0201530;50.00
00000010;F0201531;50.00
00000010;F0201532;50.00
00000010;F0201533;50.00
00000010;F0201534;50.00
00000010;F0201535;50.00
00000010;F0204100;50.00
00000010;F0204102;50.00
00000010;F0204104;50.00
00000010;F0204105;50.00
00000010;F0204290;50.00
00000010;F0204301;50.00
00000010;F0204302;50.00
